CESÁRIO LANGE;-48.0091761656;-23.2838272308;-47.8017971873;-23.1502877586
CHARQUEADA;-47.8309130321;-22.6088030692;-47.6652994192;-22.4425970798
CLEMENTINA;-50.5574939361;-21.662100646;-50.3845336686;-21.4883570218
COLINA;-48.7536692786;-20.8409770959;-48.4253901285;-20.6291250847
COLÔMBIA;-48.8887603869;-20.3989510904;-48.5066711644;-20.149381774
CONCHAL;-47.209725137;-22.4819606155;-47.0748510777;-22.2836429416
CONCHAS;-48.1661715089;-23.1042416591;-47.9273167531;-22.8211956975
CORDEIRÓPOLIS;-47.4932981158;-22.5369893063;-47.3022004799;-22.4186432095
COROADOS;-50.442736815;-21.5121520001;-50.2051622649;-21.2133905839
CORONEL MACEDO;-49.4764079175;-23.738041719;-49.1324809572;-23.5245890422
CORUMBATAÍ;-47.7240467806;-22.3352038977;-47.4697795514;-22.1498008548
COSMÓPOLIS;-47.2790551155;-22.7351255234;-47.0923533472;-22.5699611969
COSMORAMA;-49.92444;-20.5909879051;-49.6124707932;-20.2604443809
COTIA;-47.084756;-23.80345;-46.807775;-23.563057
CRAVINHOS;-47.907087;-21.428499;-47.6302739315;-21.195801
CRISTAIS PAULISTA;-47.5294886473;-20.4654832035;-47.2766551695;-20.2682876229
CRUZÁLIA;-50.8536711868;-22.8009422857;-50.6524115587;-22.6693575937
CRUZEIRO;-45.1243585097;-22.6602585569;-44.9024730792;-22.4631976579
CUBATÃO;-46.496237;-23.9414606115;-46.320239;-23.781152
CUNHA;-45.1643051761;-23.3239187835;-44.6236439952;-22.7886133005
DESCALVADO;-47.7919182588;-22.0550822949;-47.5101575826;-21.7059137032
DIADEMA;-46.651291;-23.739143;-46.577515;-23.657341
DIRCE REIS;-50.6720426231;-20.5172186745;-50.5756708557;-20.3757444732
DIVINOLÂNDIA;-46.8052240557;-21.7689368505;-46.6054144396;-21.5695337398
DOBRADA;-48.4762691466;-21.5575125444;-48.2331570162;-21.4724168092
DOIS CÓRREGOS;-48.488565932;-22.6254204967;-48.2348507779;-22.1807883148
DOLCINÓPOLIS;-50.5843976422;-20.1763438496;-50.4755739125;-20.0358583021
DOURADO;-48.4462134144;-22.1987684202;-48.2445985032;-22.0434061927
DRACENA;-51.7155989927;-21.6871394983;-51.4761725505;-21.4270754983
DUARTINA;-49.5157009123;-22.5034107306;-49.2854628013;-22.2941722892
DUMONT;-48.05326;-21.310095;-47.906333;-21.181509
ECHAPORÃ;-50.3499943343;-22.593134668;-50.0692426941;-22.2467249265
ELDORADO;-48.4645964414;-24.8070857845;-48.0014149985;-24.1941637175
ELIAS FAUSTO;-47.4627451588;-23.168677599;-47.2776438731;-22.9836441478
ELISIÁRIO;-49.153310251;-21.2212303838;-49.0211539142;-21.0852151983
EMBAÚBA;-48.9109938046;-21.0155150637;-48.7904917121;-20.8922894482
EMBU;-46.918322;-23.6882076811;-46.791872;-23.61011
EMBU-GUAÇU;-46.9121831896;-23.9418610639;-46.762508;-23.7646479633
EMILIANÓPOLIS;-51.5735703037;-21.8766028069;-51.3863706333;-21.702519917
ENGENHEIRO COELHO;-47.252896684;-22.5271259692;-47.0824668384;-22.4311611565
ESPÍRITO SANTO DO PINHAL;-46.900473429;-22.3073015275;-46.6707026321;-22.064253009
ESPÍRITO SANTO DO TURVO;-49.5070281198;-22.7429175413;-49.3356655861;-22.5839675842
ESTRELA D'OESTE;-50.4808969218;-20.4123454542;-50.3309081521;-20.1035969464
ESTRELA DO NORTE;-51.7844093667;-22.5732388826;-51.5709746738;-22.3923964355
EUCLIDES DA CUNHA PAULISTA;-52.7795057081;-22.6345557892;-52.4448247195;-22.3872481532
FARTURA;-49.6381780699;-23.5411232766;-49.392430606;-23.2589617462
FERNANDÓPOLIS;-50.3889646222;-20.4778279265;-50.1450404789;-20.0885902817
FERNANDO PRESTES;-48.7543813744;-21.4240644654;-48.6192969769;-21.2186042374
FERNÃO;-49.6190927808;-22.4430769877;-49.4591805573;-22.3098379106
FERRAZ DE VASCONCELOS;-46.399545;-23.6177736985;-46.349808;-23.511212
FLORA RICA;-51.4966809489;-21.7747453829;-51.2650061411;-21.629010273
FLOREAL;-50.2505032746;-20.7819237773;-50.0880859976;-20.5129524129
FLÓRIDA PAULISTA;-51.2853591139;-21.7437568971;-51.0583508162;-21.3547889674
FLORÍNIA;-50.8236230279;-22.9633510133;-50.5522674369;-22.7727741913
FRANCA;-47.5527585251;-20.7734443424;-47.143459835;-20.4171104873
FRANCISCO MORATO;-46.78638;-23.30215;-46.6382103271;-23.2484575877
FRANCO DA ROCHA;-46.8423382056;-23.3681220419;-46.635834;-23.257666
GABRIEL MONTEIRO;-50.6544769787;-21.5739609747;-50.4933128622;-21.4422536809
GÁLIA;-49.7289952857;-22.4691705769;-49.4227762008;-22.1817159007
GARÇA;-49.8549804041;-22.3830440578;-49.5243630037;-22.0759690755
GASTÃO VIDIGAL;-50.2905930409;-20.8749156064;-50.1101801507;-20.7367371067
GAVIÃO PEIXOTO;-48.5964444136;-21.8709816018;-48.3308234524;-21.6895099237
GENERAL SALGADO;-50.554570871;-20.8010332464;-50.2795455034;-20.4863091158
GETULINA;-50.2742198686;-21.9411437953;-49.8390554637;-21.6813551299
GLICÉRIO;-50.2996257223;-21.494618797;-50.1288873451;-21.1363700224
GUAIÇARA;-49.9137321656;-21.7401206838;-49.6330191762;-21.3626774038
GUAIMBÊ;-49.9651740041;-21.9713136073;-49.7714511782;-21.7593333587
GUAÍRA;-48.646925692;-20.5462553573;-48.1459773243;-20.1258737372
GUAPIAÇU;-49.283164;-20.851153;-49.0948149606;-20.5956197516
GUAPIARA;-48.6701903806;-24.336428234;-48.4209459229;-24.0889154572
GUARÁ;-47.9323070265;-20.5979982168;-47.6266206247;-20.3874865163
GUARAÇAÍ;-51.4852677714;-21.2948279934;-51.11582314;-20.8489523462
GUARACI;-49.1207186888;-20.5916683293;-48.8522335587;-20.1500559151
GUARANI D'OESTE;-50.4233323903;-20.1062976941;-50.2837497321;-20.0173787571
GUARANTÃ;-49.756489773;-22.0476680377;-49.4023147057;-21.7793582258
GUARARAPES;-50.8736263037;-21.5649819045;-50.5432671913;-20.9852211799
GUARAREMA;-46.160501;-23.542171;-45.9518646498;-23.308598
GUARATINGUETÁ;-45.4403259435;-23.0154281101;-45.029280902;-22.6114457188
GUAREÍ;-48.3870766136;-23.4952450057;-48.0484364635;-23.257790582
GUARIBA;-48.3371673757;-21.4812971669;-48.1122124892;-21.3127970553
GUARUJÁ;-46.325456;-24.042137;-46.121525;-23.856231
GUARULHOS;-46.570683;-23.510097;-46.335875;-23.27381
GUATAPARÁ;-48.1094220793;-21.5988633647;-47.887428042;-21.3047
GUZOLÂNDIA;-50.8057827969;-20.7221544886;-50.6171177751;-20.5240255322
HERCULÂNDIA;-50.5119987324;-22.0820915582;-50.2703690741;-21.8065180093
HOLAMBRA;-47.1157483948;-22.6901196006;-47.0160464285;-22.5695212134
HORTOLÂNDIA;-47.260961;-22.913343;-47.155547;-22.826059
IACANGA;-49.1522598468;-22.0498864772;-48.8921710004;-21.7509993806
IACRI;-50.7370964044;-21.9353071311;-50.5114506109;-21.6569307025
IARAS;-49.2100879545;-22.9591738575;-48.9832298672;-22.6668908143
IBATÉ;-48.1661037024;-22.0606404573;-47.9204615709;-21.8203760768
IBIRÁ;-49.3162908095;-21.1847588711;-49.1172505808;-20.9585180964
IBIRAREMA;-50.135406653;-22.9417621345;-50.0047510758;-22.6807469826
IBITINGA;-49.0840270454;-21.9281448813;-48.6427712825;-21.6512321998
IBIÚNA;-47.3885902934;-24.0240791792;-46.98402;-23.5970329581
ICÉM;-49.309410583;-20.475703345;-49.0755166633;-20.2566600616
IEPÊ;-51.2137374803;-22.7938214267;-50.9338291568;-22.4730809015
IGARAÇU DO TIETÊ;-48.6546069496;-22.5872185882;-48.4903307215;-22.499603793
IGARAPAVA;-47.8762028967;-20.1596031504;-47.5090010993;-19.9781479802
IGARATÁ;-46.263659;-23.257373;-46.065461;-22.984929
IGUAPE;-47.8302993948;-24.8470959063;-47.078343;-24.3364401621
ILHABELA;-45.461913;-23.9660654821;-45.0085310266;-23.722243
ILHA COMPRIDA;-47.9186634202;-25.0542552923;-47.4325964826;-24.674760764
ILHA SOLTEIRA;-51.4188473144;-20.6826109996;-51.038354;-20.280092212
INDAIATUBA;-47.3055958813;-23.2260341732;-47.0836465084;-22.99785
INDIANA;-51.3197126088;-22.2210644252;-51.2035352987;-22.0458244123
INDIAPORÃ;-50.35225961;-20.0477395459;-50.1717524475;-19.866375141
INÚBIA PAULISTA;-51.0095065676;-21.8226392173;-50.9145111814;-21.6326007795
IPAUSSU;-49.6829655728;-23.1479750804;-49.529133933;-22.9782276436
IPERÓ;-47.7449821103;-23.4808025101;-47.534396;-23.3297466584
IPEÚNA;-47.7956104458;-22.5411226266;-47.6387004378;-22.3283378078
IPIGUÁ;-49.465299;-20.73163;-49.3466987892;-20.5436638997
IPORANGA;-48.8108087528;-24.7262018603;-48.3471574676;-24.2525614093
IPUÃ;-48.2113500505;-20.5318196818;-47.9147774015;-20.2895543099
IRACEMÁPOLIS;-47.582749536;-22.7171440068;-47.4770239679;-22.517238536
IRAPUÃ;-49.5177105925;-21.3720905701;-49.284375121;-21.1768925344
IRAPURU;-51.4176933661;-21.644549502;-51.2855794994;-21.2924335866
ITABERÁ;-49.3427111205;-24.1253998357;-48.9487320438;-23.6862132808
ITAÍ;-49.2235861674;-23.7026973593;-48.822835786;-23.245512264
ITAJOBI;-49.2340747036;-21.4915729098;-48.9001653097;-21.2420314143
ITAJU;-48.908963385;-22.0240663472;-48.6790976637;-21.883804954
ITANHAÉM;-46.983268;-24.252584;-46.6425363053;-23.937847
ITAÓCA;-48.9491577476;-24.6751457151;-48.7307890752;-24.5519832839
ITAPECERICA DA SERRA;-46.937828;-23.8047219693;-46.769122;-23.667834
ITAPETININGA;-48.408572575;-23.8613848391;-47.8072143318;-23.4083850276
ITAPEVA;-49.19962621;-24.1991336291;-48.5487794746;-23.5935225877
ITAPEVI;-47.030183;-23.603795;-46.907381;-23.498651
ITAPIRA;-46.884638537;-22.5861679121;-46.6163027533;-22.2860545499
ITAPIRAPUÃ PAULISTA;-49.3176777416;-24.702364617;-49.1232795312;-24.4101266866
ITÁPOLIS;-49.0003329858;-21.7164950536;-48.5742289007;-21.3705844373
ITAPORANGA;-49.5760873065;-23.8069428744;-49.301338876;-23.4940954003
ITAPUÍ;-48.7719619535;-22.3197315204;-48.6292928275;-22.1802406415
ITAPURA;-51.5751856874;-20.690133337;-51.3423228479;-20.4650351911
ITAQUAQUECETUBA;-46.397296;-23.5121716834;-46.270499;-23.4161299812
ITARARÉ;-49.5244660309;-24.3179172768;-49.1214555792;-23.885153797
ITARIRI;-47.2490204937;-24.376509459;-47.021066;-24.1957655886
ITATIBA;-46.9276351132;-23.1068226388;-46.6703755399;-22.9220432196
ITATINGA;-48.7787094773;-23.3430597982;-48.4277827071;-22.941786753
ITIRAPINA;-47.9598784763;-22.4569677865;-47.7106006009;-22.12787
ITIRAPUÃ;-47.2529075001;-20.7322105091;-47.0958157118;-20.5655913596
ITOBI;-47.0108846446;-21.8202247973;-46.8429991203;-21.6961876563
ITU;-47.4393124454;-23.439923;-47.116035401;-23.155316406
ITUPEVA;-47.1471031899;-23.2452676438;-46.9951992448;-23.047636
ITUVERAVA;-48.0402689429;-20.4816739599;-47.6152159169;-20.1556610753
JABORANDI;-48.5256637699;-20.7528109466;-48.3200752404;-20.561022243
JABOTICABAL;-48.4504890106;-21.3607466574;-48.1355832051;-21.0592326602
JACAREÍ;-46.15358;-23.4197759576;-45.793684;-23.172215
JACI;-49.634957336;-21.0255266124;-49.5218665857;-20.8589730224
JACUPIRANGA;-48.2254995606;-24.9864033629;-47.9126393883;-24.5711566699
JAGUARIÚNA;-47.102738028;-22.7504150657;-46.9307961743;-22.6084922883
JALES;-50.6568310398;-20.397689368;-50.4579748574;-20.1304299441
JAMBEIRO;-45.809135;-23.356193082;-45.6121511572;-23.1960279114
JANDIRA;-46.930397;-23.5694062829;-46.860535;-23.512359
JARDINÓPOLIS;-48.0022148698;-21.120072;-47.671786;-20.8827515855
JARINU;-46.8083480594;-23.2150156824;-46.6539290885;-22.9772821325
JAÚ;-48.7310633803;-22.4810529074;-48.3420449779;-22.1217513454
JERIQUARA;-47.6454422138;-20.4072271416;-47.4966439489;-20.2761270272
JOANÓPOLIS;-46.399278;-23.012631;-46.041;-22.8571903426
JOÃO RAMALHO;-50.9352699619;-22.4445451927;-50.7033114427;-22.0219530115
JOSÉ BONIFÁCIO;-49.9915674918;-21.2618370035;-49.5574380443;-20.9320796339
JÚLIO MESQUITA;-49.8822419438;-22.061647746;-49.7343709102;-21.8901873691
JUMIRIM;-47.8395658839;-23.1530087296;-47.7463275929;-23.048998487
JUNDIAÍ;-47.0288905999;-23.3268333986;-46.7864319953;-23.0763767325
JUNQUEIRÓPOLIS;-51.5362361527;-21.7076606899;-51.3274649348;-21.2200266083
JUQUIÁ;-47.803377;-24.3981072911;-47.4773280521;-24.0343052718
JUQUITIBA;-47.208521885;-24.0642506813;-46.8067173457;-23.835291
LAGOINHA;-45.3140513848;-23.1979948634;-45.1242147908;-22.9984261253
LARANJAL PAULISTA;-47.951204362;-23.1759472549;-47.7476169896;-22.8606676405
LAVÍNIA;-51.225663345;-21.3840223122;-50.8501889834;-20.909771386
LAVRINHAS;-44.9669777572;-22.621826988;-44.8277976921;-22.4230431772
LEME;-47.4908653987;-22.2679124724;-47.1903628348;-22.0848817326
LENÇÓIS PAULISTA;-48.9638388259;-22.8524475725;-48.6606376304;-22.4840747028
LIMEIRA;-47.5117268984;-22.7384277357;-47.2117986908;-22.4449660785
LINDÓIA;-46.7125907188;-22.5545129851;-46.5989739303;-22.4728157136
LINS;-49.870501;-21.8045023834;-49.5175687646;-21.4891197252
LORENA;-45.2065400786;-22.9244181696;-44.8889957616;-22.6295494366
LOURDES;-50.302452611;-21.0081572378;-50.1677021612;-20.8887530219
LOUVEIRA;-46.9991512426;-23.1210772011;-46.8653298013;-23.0448659868
LUCÉLIA;-51.1128395266;-21.8355524076;-50.8982001249;-21.4322430726
LUCIANÓPOLIS;-49.6285117896;-22.5765008022;-49.4768154958;-22.3835481161
LUÍS ANTÔNIO;-47.9281431582;-21.7142783675;-47.6395557145;-21.380401
LUIZIÂNIA;-50.4538120858;-21.7257848046;-50.2456914381;-21.6220046243
LUPÉRCIO;-49.8853850942;-22.5268496247;-49.7354676109;-22.3516476656
LUTÉCIA;-50.4796516624;-22.4789721232;-50.2367876546;-22.1656918731
MACATUBA;-48.8270133155;-22.559050386;-48.6210951645;-22.3685446738
MACAUBAL;-50.0511814433;-20.9783901477;-49.9023240294;-20.7231632026
MACEDÔNIA;-50.3088098754;-20.205772105;-50.0280218882;-19.9862991635
MAGDA;-50.3027666058;-20.7521831685;-50.1381930377;-20.4673991773
MAIRINQUE;-47.326391;-23.6202769366;-47.157758;-23.4173367317
MAIRIPORÃ;-46.670187;-23.431038;-46.418328;-23.225811
MANDURI;-49.3876369523;-23.1447500475;-49.2220378195;-22.952736639
MARABÁ PAULISTA;-52.284730157;-22.2910376823;-51.8608412662;-21.9486701221
MARACAÍ;-50.9822709894;-22.8053252314;-50.5138342469;-22.5096174644
MARAPOAMA;-49.2340747036;-21.3249076252;-49.058684514;-21.1856429645
MARIÁPOLIS;-51.2490298393;-21.8650945849;-51.0922779129;-21.692018779
MARÍLIA;-50.1501662391;-22.4989027734;-49.7678879861;-21.8759554274
MARINÓPOLIS;-50.8730982196;-20.548876039;-50.7989431401;-20.4120715593
MARTINÓPOLIS;-51.2733239112;-22.5479578185;-50.9378689323;-21.8533091589
MATÃO;-48.6300739099;-21.7237895518;-48.2595165503;-21.5126940413
MAUÁ;-46.49948;-23.719587;-46.383944575;-23.6121296664
MENDONÇA;-49.6879559612;-21.2776226807;-49.4544853557;-21.1275573383
MERIDIANO;-50.3117860033;-20.4970686584;-50.0801376641;-20.3101101591
MESÓPOLIS;-50.6864111757;-20.0494204796;-50.5517032845;-19.8610405679
MIGUELÓPOLIS;-48.4516158693;-20.3534270096;-47.8877861372;-20.0282141782
MINEIROS DO TIETÊ;-48.515965279;-22.5800160905;-48.3590833081;-22.3514462509
MIRACATU;-47.5910455575;-24.3889794342;-47.1271345698;-23.9980365431
MIRA ESTRELA;-50.1934134785;-20.0485544282;-50.0441315163;-19.8736718305
MIRANDÓPOLIS;-51.3302977715;-21.3432268871;-50.8996007687;-20.8308896898
MIRANTE DO PARANAPANEMA;-52.2321389027;-22.5394100422;-51.7384520466;-22.1514082292
MIRASSOL;-49.5823184411;-20.9762871073;-49.432239;-20.681651
MIRASSOLÂNDIA;-49.5443083933;-20.6938758032;-49.4229994401;-20.4975893392
MOCOCA;-47.2479846179;-21.6338600568;-46.773919096;-21.2639663162
MOGI DAS CRUZES;-46.321927;-23.770307;-46.051108;-23.3427972876
MOGI GUAÇU;-47.2424168648;-22.4015853809;-46.7908770991;-22.0666275995
MOJI MIRIM;-47.1360400354;-22.5760860656;-46.8601891188;-22.2998111087
