SÃO JOÃO DAS DUAS PONTES,-50.4482534074,-20.4836978998
SÃO JOÃO DE IRACEMA,-50.4598333999,-20.5860259132
SÃO JOÃO DO PAU D'ALHO,-51.7319783237,-21.3061427385
SÃO JOAQUIM DA BARRA,-48.1344116933,-20.6485690986
SÃO JOSÉ DA BELA VISTA,-47.7430273755,-20.7016560066
SÃO JOSÉ DO BARREIRO,-44.7247732225,-22.9067132042
SÃO JOSÉ DO RIO PARDO,-47.0376661354,-21.7088206898
SÃO JOSÉ DO RIO PRETO,-49.463271,-20.932792
SÃO JOSÉ DOS CAMPOS,-46.107989,-23.306683
SÃO LOURENÇO DA SERRA,-47.0287876214,-23.9384371356
SÃO LUÍS DO PARAITINGA,-45.4268103863,-23.3970776264
SÃO MANUEL,-48.7294289589,-22.8591723529
SÃO MIGUEL ARCANJO,-48.2074619349,-24.1203275078
SÃO PAULO,-46.826199,-24.008431
SÃO PEDRO,-48.0806289757,-22.692308
SÃO PEDRO DO TURVO,-49.9021870014,-22.8769674201
SÃO ROQUE,-47.208893,-23.653945
SÃO SEBASTIÃO,-45.842179,-23.8710125528
SÃO SEBASTIÃO DA GRAMA,-46.872196941,-21.8413755125
SÃO SIMÃO,-47.82977,-21.5922651885
SÃO VICENTE,-46.650333886,-24.0102009171
SARAPUÍ,-47.9177102216,-23.7659904244
SARUTAIÁ,-49.549882371,-23.335768697
SEBASTIANÓPOLIS DO SUL,-49.9856850016,-20.7105509277
SERRA AZUL,-47.6609155338,-21.4139824612
SERRANA,-47.679225,-21.2802955807
SERRA NEGRA,-46.7976887205,-22.666020835
SERTÃOZINHO,-48.1869271757,-21.218411
SETE BARRAS,-48.1398176455,-24.5150131102
SEVERÍNIA,-48.8917033211,-20.8448116838
SILVEIRAS,-44.927718873,-22.8968601397
SOCORRO,-46.6321244809,-22.730355667
SOROCABA,-47.570494,-23.588905
SUD MENNUCCI,-51.0577505877,-20.8268135123
SUMARÉ,-47.370203,-22.908045
SUZANO,-46.3834767668,-23.744579
SUZANÁPOLIS,-51.2313806339,-20.5651086167
TABAPUÃ,-49.1319942174,-21.0654506751
TABATINGA,-48.7514489671,-21.8371221287
TABOÃO DA SERRA,-46.821622,-23.647191
TACIBA,-51.459081977,-22.6744906882
TAGUAÍ,-49.4779175498,-23.5408751965
TAIAÇU,-48.5971613784,-21.1902009369
TAIÚVA,-48.493168803,-21.2122033664
TAMBAÚ,-47.3998857681,-21.7578537524
TANABI,-49.8706790419,-20.7148658861
TAPIRAÍ,-47.9070222875,-24.1350925675
TAPIRATIBA,-46.8364018883,-21.5521474125
TAQUARAL,-48.4606997094,-21.0979530696
TAQUARITINGA,-48.7252542628,-21.5670722966
TAQUARITUBA,-49.3620563807,-23.6677341396
TAQUARIVAÍ,-48.7957585481,-24.0316401808
TARABAI,-51.712217,-22.4469318838
TARUMÃ,-50.7070254324,-22.872562715
TATUÍ,-48.0832742583,-23.4886961955
TAUBATÉ,-45.7250880358,-23.2246396217
TEJUPÁ,-49.4183790313,-23.4351346941
TEODORO SAMPAIO,-52.6556020737,-22.6755349081
TERRA ROXA,-48.4509624832,-20.8542542888
TIETÊ,-47.826704886,-23.2232340908
TIMBURI,-49.7166506311,-23.2817726855
TORRE DE PEDRA,-48.2608392707,-23.3031629258
TORRINHA,-48.2894683751,-22.536574
TRABIJU,-48.4413250804,-22.0781211144
TREMEMBÉ,-45.7046731622,-23.0012062979
TRÊS FRONTEIRAS,-50.937899,-20.3875313633
TUIUTI,-46.7611762079,-22.8947393578
TUPÃ,-50.7102191394,-22.1110392004
TUPI PAULISTA,-51.7231820366,-21.4548524114
TURIÚBA,-50.1828120734,-21.0017572545
TURMALINA,-50.519670564,-20.1588871706
UBARANA,-49.8564835716,-21.3064041617
UBATUBA,-45.2805581337,-23.5963650007
UBIRAJARA,-49.7720015414,-22.6654618852
UCHOA,-49.2575229113,-21.0780978735
UNIÃO PAULISTA,-49.9570572686,-20.9354253436
URÂNIA,-50.7351752096,-20.3337205079
URU,-49.3911668585,-21.860250674
URUPÊS,-49.3990972489,-21.3147475328
VALENTIM GENTIL,-50.2027818598,-20.5137039645
VALINHOS,-47.074857,-23.0570422787
VALPARAÍSO,-51.145146358,-21.4395585895
VARGEM,-46.4858621145,-22.9813634824
VARGEM GRANDE DO SUL,-47.0042102335,-21.9834254715
VARGEM GRANDE PAULISTA,-47.0590289704,-23.670855
VÁRZEA PAULISTA,-46.8554036197,-23.261133
VERA CRUZ,-49.9140044568,-22.3576629381
VINHEDO,-47.0415769539,-23.1157150358
VIRADOURO,-48.4093490583,-20.9550096675
VISTA ALEGRE DO ALTO,-48.7285799444,-21.2145316538
VITÓRIA BRASIL,-50.5225332962,-20.2452794439
VOTORANTIM,-47.518449,-23.6500129482
VOTUPORANGA,-50.1546736084,-20.576005
ZACARIAS,-50.1513161245,-21.2267822741
CHAVANTES,-49.8193899044,-23.148393258
ESTIVA GERBI,-46.9837241842,-22.2956116637
